name,set_name,rarity,primary_type,cmc,usd_price,edhrec_rank,legal_formats_count,value_score,reserved,game_changer,reprint
Urza's Cave,Modern Horizons 3,uncommon,Land,0.0,1.23,465.0,10,59.0,0,0,0
Balustrade Wurm,Duskmourn: House of Horror,rare,Creature,5.0,0.18,12561.0,16,59.0,0,0,0
Unwinding Clock,The Brothers' War Retro Artifacts,rare,Artifact,4.0,19.5,540.0,12,59.0,0,0,1
Khalni Hydra,Rise of the Eldrazi,mythic,Creature,8.0,12.43,13582.0,8,59.0,0,0,0
Revel in Riches,The List,rare,Enchantment,5.0,18.84,1099.0,12,59.0,0,0,1
Primal Amulet // Primal Wellspring,Ixalan,rare,Artifact,4.0,10.47,2055.0,12,59.0,0,0,0
Field of the Dead,Secret Lair Countdown,rare,Land,0.0,26.54,437.0,6,59.0,0,1,1
Terramorphic Expanse,Lorwyn Eclipsed Commander,common,Land,0.0,0.3,28.0,18,59.0,0,0,1
Hylda's Crown of Winter,Wilds of Eldraine,rare,Artifact,3.0,0.43,5139.0,15,59.0,0,0,0
Dowsing Dagger // Lost Vale,Ixalan,rare,Artifact,2.0,6.27,2274.0,12,59.0,0,0,0
Mesmeric Orb,Secret Lair Drop,rare,Artifact,2.0,12.66,1085.0,12,59.0,0,0,1
Feral Encounter,Wilds of Eldraine,rare,Sorcery,2.0,0.3,13305.0,15,59.0,0,0,0
Hellspur Posse Boss,Outlaws of Thunder Junction,rare,Creature,4.0,0.18,6814.0,15,59.0,0,0,0
Volrath's Stronghold,Stronghold,rare,Land,0.0,94.51,2774.0,7,58.5,1,0,0
Warren Instigator,Zendikar,mythic,Creature,2.0,12.05,5451.0,7,58.5,0,0,0
Angel of the Ruins,Secret Lair Drop,rare,Creature,7.0,4.7,1043.0,11,58.5,0,0,1
"Emrakul, the Aeons Torn",Double Masters 2022,mythic,Creature,15.0,20.98,3732.5,7,58.5,0,0,1
"Ashiok, Dream Render",Secret Lair Drop,rare,Planeswalker,3.0,16.78,2466.0,11,58.5,0,0,1
Agent of Treachery,Core Set 2020,rare,Creature,7.0,5.63,2091.0,11,58.5,0,0,0
Unbound Flourishing,Secrets of Strixhaven Commander,mythic,Enchantment,3.0,15.93,3200.0,7,58.5,0,0,1
Damnation,Secret Lair Drop,rare,Sorcery,4.0,14.32,357.0,11,58.5,0,0,1
Grave Pact,Planechase,rare,Enchantment,4.0,24.08,563.0,13,58.5,0,0,1
"Myrel, Shield of Argive",Secret Lair Countdown,rare,Creature,4.0,17.57,1484.0,11,58.5,0,0,1
"Excalibur, Sword of Eden",Assassin's Creed,rare,Artifact,12.0,12.42,961.0,7,58.5,0,0,0
"Narset, Parter of Veils",Mystery Booster 2,uncommon,Planeswalker,3.0,1.11,861.0,10,58.0,0,1,1
Archon of the Wild Rose,Wilds of Eldraine,rare,Creature,4.0,0.27,9174.0,15,58.0,0,0,0
Reflections of Littjara,Tarkir: Dragonstorm Commander,rare,Enchantment,5.0,1.38,627.0,12,58.0,0,0,1
Kjeldoran Outpost,Alliances,rare,Land,0.0,16.73,14256.0,8,58.0,1,0,0
"Imodane, the Pyrohammer",Wilds of Eldraine,rare,Creature,4.0,0.34,7382.0,15,58.0,0,0,0
"Tatyova, Benthic Druid",Foundations,uncommon,Creature,5.0,0.34,449.0,15,58.0,0,0,1
"Akroma, Angel of Wrath",Commander 2020,mythic,Creature,8.0,4.63,4288.0,8,58.0,0,0,1
Ajani Goldmane,Magic 2011,mythic,Planeswalker,4.0,4.53,10310.0,8,58.0,0,0,1
Faerie Slumber Party,Wilds of Eldraine,rare,Sorcery,6.0,1.15,7920.0,14,58.0,0,0,0
"Beatrix, Loyal General",Final Fantasy,rare,Creature,6.0,5.64,9063.0,15,58.0,0,0,0
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",The Lost Caverns of Ixalan,rare,Enchantment,3.0,6.93,545.0,15,58.0,0,0,1
Teferi's Ageless Insight,Murders at Karlov Manor Commander,rare,Enchantment,4.0,4.06,588.0,12,58.0,0,0,1
Counterspell,Duskmourn: House of Horror Commander,uncommon,Instant,2.0,4.15,16.0,14,58.0,0,0,1
Graven Cairns,Duskmourn: House of Horror Commander,rare,Land,0.0,4.31,585.0,8,58.0,0,0,1
Second Harvest,Innistrad Remastered,rare,Instant,4.0,1.95,587.0,12,58.0,0,0,1
Doomsday Excruciator,Duskmourn: House of Horror,rare,Creature,6.0,1.15,6121.0,16,58.0,0,0,0
Coruscation Mage,Bloomburrow,uncommon,Creature,2.0,0.8,871.0,15,58.0,0,0,0
Vedalken Archmage,Mirrodin,rare,Creature,4.0,12.62,3049.0,12,58.0,0,0,0
Torment of Hailfire,Secret Lair Drop,rare,Sorcery,2.0,25.91,634.0,12,58.0,0,0,1
Byway Barterer,Bloomburrow,rare,Creature,3.0,0.15,11182.0,16,58.0,0,0,0
Solemnity,Hour of Devastation,rare,Enchantment,3.0,11.83,3819.0,12,58.0,0,0,0
Shared Animosity,The Lost Caverns of Ixalan Commander,rare,Enchantment,3.0,3.83,663.0,12,58.0,0,0,1
Festival of Embers,Bloomburrow,rare,Enchantment,5.0,0.19,11155.0,16,58.0,0,0,0
Hearthborn Battler,Bloomburrow,rare,Creature,3.0,0.17,6507.0,16,58.0,0,0,0
Windbrisk Heights,Tarkir: Dragonstorm Commander,rare,Land,0.0,0.3,642.0,8,58.0,0,0,1
Painter's Servant,Special Guests,mythic,Creature,2.0,34.39,7186.0,10,58.0,0,0,1
Command Tower,Secrets of Strixhaven Commander,common,Land,0.0,0.82,2.0,15,58.0,0,0,1
Fiery Emancipation,Wilds of Eldraine: Enchanting Tales,rare,Enchantment,6.0,15.37,832.0,12,58.0,0,0,1
Complete the Circuit,March of the Machine,rare,Instant,6.0,0.33,8983.0,12,58.0,0,0,0
"Elspeth, Knight-Errant",Secret Lair Drop,mythic,Planeswalker,4.0,6.53,5720.0,8,58.0,0,0,1
"Atraxa, Praetors' Voice",Double Masters,mythic,Creature,4.0,27.25,2396.0,9,57.5,0,0,1
"Jeska, Thrice Reborn",Commander Legends,mythic,Planeswalker,3.0,6.04,4153.0,5,57.5,0,0,0
"Tamiyo, the Moon Sage",Jumpstart 2022,mythic,Planeswalker,5.0,4.8,5331.0,7,57.5,0,0,1
Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,common,Instant,1.0,4.02,490.0,13,57.5,0,0,0
Bojuka Bog,Edge of Eternities Commander,common,Land,0.0,0.98,27.0,13,57.5,0,0,1
Wrath of God,Commander Masters,rare,Sorcery,4.0,3.75,612.0,13,57.5,0,0,1
Hall of Heliod's Generosity,Duskmourn: House of Horror Commander,rare,Land,0.0,8.4,419.0,7,57.5,0,0,1
"Alela, Cunning Conqueror",Wilds of Eldraine Commander,mythic,Creature,4.0,14.94,3389.0,5,57.5,0,0,0
Champion of Lambholt,New Capenna Commander,rare,Creature,3.0,4.24,531.0,11,57.5,0,0,1
Worldfire,Magic 2013,mythic,Sorcery,9.0,32.58,7988.0,7,57.5,0,0,0
Ashcoat of the Shadow Swarm,Jumpstart 2022,mythic,Creature,4.0,59.14,5203.0,9,57.5,0,0,0
Putrefy,Lorwyn Eclipsed Commander,uncommon,Instant,3.0,0.31,326.0,13,57.5,0,0,1
Acererak the Archlich,Secret Lair Drop,mythic,Creature,3.0,6.82,5626.0,9,57.5,0,0,1
"Nissa, Worldwaker",Archenemy: Nicol Bolas,mythic,Planeswalker,5.0,4.07,8989.0,7,57.5,0,0,1
Boros Signet,Tarkir: Dragonstorm Commander,uncommon,Artifact,2.0,0.47,232.0,13,57.5,0,0,1
Inkmoth Nexus,Secret Lair Drop,rare,Land,0.0,10.65,2029.0,11,57.5,0,0,1
"Tevesh Szat, Doom of Fools",Commander Legends,mythic,Planeswalker,5.0,7.25,3507.0,5,57.5,0,0,0
Rakdos Signet,Duskmourn: House of Horror Commander,uncommon,Artifact,2.0,2.24,155.0,13,57.5,0,0,1
Chalice of the Void,Masters 25,mythic,Artifact,0.0,13.25,8895.0,9,57.5,0,0,1
Dictate of Erebos,Secret Lair Drop,rare,Enchantment,5.0,12.19,958.0,12,57.0,0,0,1
Animal Sanctuary,The List,rare,Land,0.0,3.54,3618.0,12,57.0,0,0,1
Doomskar Warrior,March of the Machine,rare,Creature,4.0,0.26,13229.0,12,57.0,0,0,0
Dragonwing Glider,Phyrexia: All Will Be One,rare,Artifact,5.0,0.27,10728.0,12,57.0,0,0,0
Aggravated Assault,Onslaught,rare,Enchantment,3.0,29.95,696.0,12,57.0,0,0,0
High Noon,Outlaws of Thunder Junction,rare,Enchantment,2.0,3.18,7149.0,14,57.0,0,0,0
Patchwork Banner,Secrets of Strixhaven Commander,uncommon,Artifact,3.0,2.88,245.0,15,57.0,0,0,1
Elspeth Tirel,Phyrexia: All Will Be One Commander,mythic,Planeswalker,5.0,2.62,5115.0,8,57.0,0,0,1
"Graaz, Unstoppable Juggernaut",Phyrexia: All Will Be One,rare,Creature,8.0,0.32,6632.0,12,57.0,0,0,0
Green Sun's Twilight,Phyrexia: All Will Be One,rare,Sorcery,1.0,0.35,5155.0,12,57.0,0,0,0
Asceticism,Scars of Mirrodin,rare,Enchantment,5.0,6.66,1279.0,8,57.0,0,0,0
Ancient Imperiosaur,March of the Machine,rare,Creature,7.0,0.32,7805.0,12,57.0,0,0,0
Goliath Hatchery,Phyrexia: All Will Be One,rare,Enchantment,6.0,0.21,14406.0,12,57.0,0,0,0
Deeproot Wayfinder,March of the Machine,rare,Creature,2.0,0.26,10351.0,12,57.0,0,0,0
"Oboro, Palace in the Clouds",Tales of Middle-earth Commander,mythic,Land,0.0,14.49,5020.0,8,57.0,0,0,1
Baron Bertram Graywater,Outlaws of Thunder Junction,uncommon,Creature,4.0,0.31,3981.0,14,57.0,0,0,0
Archfiend of the Dross,Phyrexia: All Will Be One,rare,Creature,4.0,0.36,6642.0,12,57.0,0,0,0
"Emry, Lurker of the Loch",Edge of Eternities Commander,rare,Creature,3.0,0.45,616.0,10,57.0,0,0,1
Entish Restoration,The Lord of the Rings: Tales of Middle-earth,uncommon,Instant,3.0,3.97,421.0,10,57.0,0,0,0
Argentum Masticore,Phyrexia: All Will Be One,rare,Creature,5.0,0.31,9529.0,12,57.0,0,0,0
Hall of the Bandit Lord,Champions of Kamigawa,rare,Land,0.0,17.02,2918.0,8,57.0,0,0,0
Bloated Processor,March of the Machine,rare,Creature,3.0,0.2,10575.0,12,57.0,0,0,0
Adaptive Automaton,Secret Lair Drop,rare,Creature,3.0,6.51,1707.0,16,57.0,0,0,1
Silent Clearing,Assassin's Creed,rare,Land,0.0,5.9,1598.0,10,57.0,0,0,1
Grafted Butcher,March of the Machine,rare,Creature,2.0,0.34,8427.0,12,57.0,0,0,0
Gruul Turf,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.38,398.0,10,57.0,0,0,1
"Ayara, Widow of the Realm // Ayara, Furnace Queen",March of the Machine,rare,Creature,3.0,0.29,6546.0,12,57.0,0,0,0
"Minsc & Boo, Timeless Heroes",Mystery Booster 2,mythic,Planeswalker,4.0,3.29,3603.0,6,57.0,0,0,1
Essence of Orthodoxy,March of the Machine,rare,Creature,5.0,0.33,8141.0,12,57.0,0,0,0
Beastmaster Ascension,New Capenna Commander,rare,Enchantment,3.0,4.09,559.0,11,56.5,0,0,1
Training Center,Commander Legends,rare,Land,0.0,12.76,149.0,5,56.5,0,0,0
Karn Liberated,Modern Masters 2015,mythic,Planeswalker,7.0,3.04,6788.0,7,56.5,0,0,1
Dack Fayden,Mystery Booster 2,mythic,Planeswalker,3.0,2.39,6676.0,9,56.5,0,0,1
Gray Merchant of Asphodel,Duskmourn: House of Horror Commander,uncommon,Creature,5.0,2.87,243.0,13,56.5,0,0,1
Elminster,Commander Legends: Battle for Baldur's Gate,mythic,Planeswalker,5.0,1.21,9980.0,5,56.5,0,0,0
Path to Exile,Secrets of Strixhaven Commander,uncommon,Instant,1.0,1.21,15.0,11,56.5,0,0,1
Sigarda's Aid,Commander Legends,rare,Enchantment,1.0,18.2,868.0,11,56.5,0,0,1
Abstergo Entertainment,Assassin's Creed,rare,Land,0.0,3.43,2156.0,7,56.5,0,0,0
Green Sun's Zenith,Eternal Masters,rare,Sorcery,1.0,21.27,554.0,11,56.5,0,0,1
Thawing Glaciers,Alliances,rare,Land,0.0,23.01,11591.0,7,56.5,1,0,0
"Adrix and Nev, Twincasters",Murders at Karlov Manor Commander,mythic,Creature,4.0,10.36,1389.0,5,56.5,0,0,1
Spectator Seating,Commander Legends,rare,Land,0.0,16.41,171.0,5,56.5,0,0,0
Lightning Greaves,Tarkir: Dragonstorm Commander,uncommon,Artifact,2.0,4.44,13.0,11,56.5,0,0,1
Veil of Summer,Secrets of Strixhaven Mystical Archive,rare,Instant,1.0,3.95,568.0,9,56.5,0,0,1
"Elas il-Kor, Sadistic Pilgrim",Dominaria United,uncommon,Creature,2.0,1.81,589.0,11,56.5,0,0,0
Basim Ibn Ishaq,Assassin's Creed,rare,Creature,2.0,4.91,2968.0,7,56.5,0,0,0
Unexpected Windfall,Adventures in the Forgotten Realms,common,Instant,4.0,3.46,301.0,13,56.5,0,0,0
Coat of Arms,Eighth Edition,rare,Artifact,5.0,15.46,928.0,9,56.5,0,0,1
Barad-dûr,The Lord of the Rings: Tales of Middle-earth,rare,Land,0.0,4.53,1789.0,11,56.5,0,0,1
Selfless Spirit,Secrets of Strixhaven Commander,rare,Creature,2.0,0.99,622.0,11,56.5,0,0,1
Amulet of Vigor,Worldwake,rare,Artifact,1.0,56.76,1293.0,7,56.5,0,0,0
Vault of Champions,Commander Legends,rare,Land,0.0,15.73,167.0,5,56.5,0,0,0
Lake of the Dead,Alliances,rare,Land,0.0,107.55,5454.0,7,56.5,1,0,0
"Aphelia, Viper Whisperer",Foundations Jumpstart,mythic,Creature,2.0,8.08,11146.0,9,56.5,0,0,0
Forbidden Orchard,Commander 2016,rare,Land,0.0,8.24,667.0,8,56.0,0,0,1
"Aang, Airbending Master",Avatar: The Last Airbender Eternal,mythic,Creature,5.0,10.78,5798.0,8,56.0,0,0,0
Elusive Otter // Grove's Bounty,Wilds of Eldraine,rare,Creature,1.0,1.35,7490.0,14,56.0,0,0,0
Drag to the Roots,Duskmourn: House of Horror,uncommon,Instant,4.0,0.13,4301.0,15,56.0,0,0,0
"Azula, Ruthless Firebender",Avatar: The Last Airbender Eternal,mythic,Creature,3.0,3.7,14064.0,8,56.0,0,0,0
Despark,Tarkir: Dragonstorm Commander,uncommon,Instant,2.0,0.36,391.0,12,56.0,0,0,1
Honest Rutstein,Outlaws of Thunder Junction,uncommon,Creature,3.0,0.33,1561.0,14,56.0,0,0,0
Gumdrop Poisoner // Tempt with Treats,Wilds of Eldraine,rare,Creature,3.0,0.33,11569.0,15,56.0,0,0,0
Ignoble Hierarch,Lorwyn Eclipsed Commander,rare,Creature,1.0,0.87,533.0,10,56.0,0,0,1
"Shizo, Death's Storehouse",Dominaria United Commander,rare,Land,0.0,37.87,600.0,8,56.0,0,0,1
Inspiring Call,Foundations,uncommon,Instant,3.0,0.38,276.0,15,56.0,0,0,1
Burnished Hart,Foundations,uncommon,Creature,3.0,0.3,428.0,16,56.0,0,0,1
Invasion of Alara // Awaken the Maelstrom,March of the Machine,rare,Sorcery,5.0,0.32,10797.0,12,56.0,0,0,0
Glistening Dawn,March of the Machine,rare,Sorcery,4.0,0.16,14048.0,12,56.0,0,0,0
Boon-Bringer Valkyrie,March of the Machine,rare,Creature,5.0,0.48,8450.0,12,56.0,0,0,0
Austere Command,Murders at Karlov Manor Commander,rare,Sorcery,6.0,0.46,164.0,8,56.0,0,0,1
"Emeria, the Sky Ruin",Secrets of Strixhaven Commander,rare,Land,0.0,17.42,1121.0,8,56.0,0,0,1
Guardian of Ghirapur,March of the Machine,rare,Creature,3.0,0.37,7681.0,12,56.0,0,0,0
"Arabella, Abandoned Doll",Duskmourn: House of Horror,uncommon,Creature,2.0,0.4,2329.0,15,56.0,0,0,0
Demand Answers,Murders at Karlov Manor,common,Instant,2.0,0.4,415.0,17,56.0,0,0,0
Horned Loch-Whale // Lagoon Breach,Wilds of Eldraine,rare,Creature,6.0,0.37,8290.0,15,56.0,0,0,0
"Doc Aurlock, Grizzled Genius",Outlaws of Thunder Junction,uncommon,Creature,2.0,0.36,2340.0,14,56.0,0,0,0
Heartflame Duelist // Heartflame Slash,Wilds of Eldraine,rare,Creature,2.0,0.3,9728.0,15,56.0,0,0,0
"Shinka, the Bloodsoaked Keep",Champions of Kamigawa,rare,Land,0.0,19.79,2103.0,8,56.0,0,0,0
Admonition Angel,Secret Lair Drop,mythic,Creature,6.0,22.8,7528.0,8,56.0,0,0,1
Biorhythm,Onslaught,rare,Sorcery,8.0,29.85,14627.0,8,56.0,0,1,0
Snakeskin Veil,Foundations,uncommon,Instant,1.0,0.32,478.0,17,56.0,0,0,1
Arcanis the Omnipotent,Secret Lair Drop,rare,Creature,6.0,7.01,2989.0,18,56.0,0,0,1
Dimir Aqueduct,Duskmourn: House of Horror Commander,uncommon,Land,0.0,0.32,325.0,9,55.5,0,0,1
Allosaurus Shepherd,Double Masters 2022,mythic,Creature,1.0,52.72,1718.0,9,55.5,0,0,1
Talisman of Progress,Tarkir: Dragonstorm Commander,uncommon,Artifact,2.0,0.69,147.0,11,55.5,0,0,1
Battle Angels of Tyr,Commander Legends: Battle for Baldur's Gate,mythic,Creature,4.0,27.74,1695.0,5,55.5,0,0,0
Warg Rider,The Lord of the Rings: Tales of Middle-earth,rare,Creature,5.0,14.88,6937.0,11,55.5,0,0,0
Unclaimed Territory,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.32,236.0,11,55.5,0,0,1
Azorius Chancery,Duskmourn: House of Horror Commander,uncommon,Land,0.0,0.31,427.0,9,55.5,0,0,1
Malakir Rebirth // Malakir Mire,Zendikar Rising,uncommon,Instant,1.0,13.5,253.0,11,55.5,0,0,0
Orzhov Basilica,Duskmourn: House of Horror Commander,uncommon,Land,0.0,0.33,367.0,9,55.5,0,0,1
Rakdos Carnarium,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.61,457.0,9,55.5,0,0,1
Lotus Vale,Weatherlight,rare,Land,0.0,38.79,6934.0,7,55.5,1,0,0
Rakdos Charm,Edge of Eternities Commander,uncommon,Instant,2.0,0.38,322.0,11,55.5,0,0,1
Boros Garrison,Murders at Karlov Manor Commander,uncommon,Land,0.0,0.37,441.0,9,55.5,0,0,1
"Aesi, Tyrant of Gyre Strait",Duskmourn: House of Horror Commander,mythic,Creature,6.0,9.5,849.0,5,55.5,0,0,1
Buried Ruin,Edge of Eternities Commander,uncommon,Land,0.0,0.37,195.0,11,55.5,0,0,1
Izzet Boilerworks,Outlaws of Thunder Junction Commander,uncommon,Land,0.0,0.37,378.0,9,55.5,0,0,1
"Aminatou, the Fateshifter",Secret Lair Drop,mythic,Planeswalker,3.0,5.55,4468.0,5,55.5,0,0,1
Balor,Commander Legends: Battle for Baldur's Gate,mythic,Creature,5.0,4.92,4032.0,5,55.5,0,0,0
Emergence Zone,War of the Spark,uncommon,Land,0.0,4.72,542.0,11,55.5,0,0,0
Talisman of Indulgence,Duskmourn: House of Horror Commander,uncommon,Artifact,2.0,3.7,127.0,11,55.5,0,0,1
Abundance,Urza's Saga,rare,Enchantment,4.0,5.36,1719.0,9,55.5,0,0,0
"Arvinox, the Mind Flail",Secret Lair Drop,mythic,Creature,7.0,33.5,4640.0,5,55.5,0,0,0
Exquisite Blood,Jumpstart,rare,Enchantment,5.0,29.44,509.0,11,55.5,0,0,1
Golgari Rot Farm,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.34,304.0,9,55.5,0,0,1
Simic Growth Chamber,Murders at Karlov Manor Commander,uncommon,Land,0.0,0.28,277.0,9,55.5,0,0,1
Rainbow Vale,Fallen Empires,rare,Land,0.0,11.12,13036.0,7,55.5,1,0,0
Banefire,Core Set 2019 Promos,rare,Sorcery,1.0,3.97,3887.0,13,55.5,0,0,1
"Akroma, Vision of Ixidor",Commander Legends,mythic,Creature,7.0,12.6,4960.0,5,55.5,0,0,0
Scorched Ruins,Weatherlight,rare,Land,0.0,57.67,6521.0,7,55.5,1,0,0
Darksteel Citadel,Double Masters,uncommon,Artifact,0.0,1.46,288.0,14,55.0,0,0,1
Abraded Bluffs,Outlaws of Thunder Junction,common,Land,0.0,0.31,2594.0,16,55.0,0,0,0
Colossification,Bloomburrow,rare,Enchantment,7.0,0.47,3800.0,16,55.0,0,0,1
Reclamation Sage,Foundations,uncommon,Creature,3.0,0.39,291.0,15,55.0,0,0,1
Cultivate,Secrets of Strixhaven Commander,common,Sorcery,3.0,0.94,20.0,15,55.0,0,0,1
Mycosynth Golem,Fifth Dawn,rare,Creature,11.0,36.61,3456.0,8,55.0,0,0,0
Abrade,Secrets of Strixhaven Mystical Archive,uncommon,Instant,2.0,3.67,153.0,17,55.0,0,0,1
"Goddric, Cloaked Reveler",Wilds of Eldraine,rare,Creature,3.0,0.16,17644.0,15,55.0,0,0,0
Central Elevator // Promising Stairs,Duskmourn: House of Horror,rare,Enchantment,7.0,0.11,7907.0,16,55.0,0,0,0
Sorrow's Path,The Dark,rare,Land,0.0,10.26,23009.0,8,55.0,1,0,0
Festering Gulch,Outlaws of Thunder Junction,common,Land,0.0,0.29,4801.0,17,55.0,0,0,0
Feed the Swarm,Tarkir: Dragonstorm Commander,common,Sorcery,2.0,0.36,89.0,17,55.0,0,0,1
As Foretold,Wilds of Eldraine: Enchanting Tales,rare,Enchantment,3.0,3.52,1705.0,12,55.0,0,0,1
Nimbus Maze,Forgotten Realms Commander,rare,Land,0.0,6.38,1826.0,8,55.0,0,0,1
Inquisitive Glimmer,Duskmourn: House of Horror,uncommon,Creature,2.0,0.34,2697.0,15,55.0,0,0,0
Arcum Dagsson,Double Masters,mythic,Creature,4.0,15.5,6628.0,8,55.0,0,0,1
Fellwar Stone,Secrets of Strixhaven Commander,uncommon,Artifact,2.0,1.9,18.0,10,55.0,0,0,1
Into the Fire,March of the Machine,rare,Sorcery,3.0,0.23,7063.0,12,55.0,0,0,0
A Tale for the Ages,Wilds of Eldraine,rare,Enchantment,2.0,0.21,13970.0,15,55.0,0,0,0
Stroke of Midnight,Tarkir: Dragonstorm Commander,uncommon,Instant,3.0,0.39,189.0,15,55.0,0,0,1
"Avatar Kyoshi, Earthbender",Avatar: The Last Airbender Eternal,mythic,Creature,8.0,18.06,5372.0,8,55.0,0,0,0
Guttersnipe,Tarkir: Dragonstorm Commander,uncommon,Creature,3.0,0.38,403.0,17,55.0,0,0,1
Marrow-Gnawer,Salvat 2005,rare,Creature,5.0,17.99,2940.0,12,55.0,0,0,1
"Atarka, World Render",Fate Reforged Promos,rare,Creature,7.0,3.83,1275.0,8,55.0,0,0,1
Gilt-Leaf Palace,The List,rare,Land,0.0,9.09,4992.0,8,55.0,0,0,1
Eroded Canyon,Outlaws of Thunder Junction,common,Land,0.0,0.31,3430.0,16,55.0,0,0,0
Forlorn Flats,Outlaws of Thunder Junction,common,Land,0.0,0.31,4732.0,16,55.0,0,0,0
Creosote Heath,Outlaws of Thunder Junction,common,Land,0.0,0.24,3458.0,17,55.0,0,0,0
Bristling Backwoods,Outlaws of Thunder Junction,common,Land,0.0,0.28,3093.0,16,55.0,0,0,0
Bandit's Haul,Outlaws of Thunder Junction,uncommon,Artifact,3.0,0.25,4990.0,14,55.0,0,0,0
Realms Uncharted,Rise of the Eldrazi,rare,Instant,3.0,13.28,3789.0,8,55.0,0,0,0
Cankerbloom,Phyrexia: All Will Be One,uncommon,Creature,2.0,0.55,690.0,11,54.5,0,0,0
"Karn, the Great Creator",Mystery Booster 2,rare,Planeswalker,4.0,4.39,1894.0,9,54.5,0,0,1
Kor Haven,Tales of Middle-earth Commander,mythic,Land,0.0,15.48,3699.0,7,54.5,0,0,1
Command Beacon,Tarkir: Dragonstorm Commander,rare,Land,0.0,5.55,180.0,9,54.5,0,0,1
"Syr Konrad, the Grim",Duskmourn: House of Horror Commander,uncommon,Creature,5.0,0.54,247.0,11,54.5,0,0,1
Winding Canyons,Weatherlight,rare,Land,0.0,27.94,7768.0,7,54.5,1,0,0
"Aloy, Savior of Meridian",Secret Lair Drop,mythic,Creature,5.0,6.7,11227.0,5,54.5,0,0,0
Farseek,Edge of Eternities Commander,common,Sorcery,2.0,0.47,22.0,13,54.5,0,0,1
Rhythm of the Wild,Ravnica Remastered,uncommon,Enchantment,3.0,4.97,196.0,11,54.5,0,0,1
Utopia Sprawl,Ravnica Remastered,uncommon,Enchantment,1.0,1.99,333.0,13,54.5,0,0,1
Bala Ged Recovery // Bala Ged Sanctuary,Zendikar Rising,uncommon,Sorcery,3.0,8.08,305.0,11,54.5,0,0,0
Relic of Legends,Dominaria United,uncommon,Artifact,3.0,2.31,570.0,11,54.5,0,0,0
Altar of Bone,Ice Age,rare,Sorcery,2.0,8.54,13912.0,7,54.5,1,0,0
Warstorm Surge,Commander Legends: Battle for Baldur's Gate,rare,Enchantment,6.0,1.03,666.0,10,54.0,0,0,1
Ball Lightning,Fifth Edition,rare,Creature,3.0,5.68,9086.0,19,54.0,0,0,1
Talisman of Conviction,Tarkir: Dragonstorm Commander,uncommon,Artifact,2.0,0.34,154.0,10,54.0,0,0,1
"Avatar Roku, Firebender",Avatar: The Last Airbender Eternal,mythic,Creature,6.0,15.04,5851.0,8,54.0,0,0,0
Talisman of Hierarchy,Secrets of Strixhaven Commander,uncommon,Artifact,2.0,0.82,136.0,10,54.0,0,0,1
Blacksmith's Talent,Bloomburrow,uncommon,Enchantment,1.0,0.3,3884.0,15,54.0,0,0,0
Exsanguinate,Foundations,uncommon,Sorcery,2.0,0.38,307.0,16,54.0,0,0,1
Hunter's Talent,Bloomburrow,uncommon,Enchantment,2.0,0.38,3664.0,15,54.0,0,0,0
Clifftop Lookout,Bloomburrow,uncommon,Creature,3.0,0.3,2699.0,15,54.0,0,0,0
Talisman of Creativity,Secrets of Strixhaven Commander,uncommon,Artifact,2.0,1.29,126.0,10,54.0,0,0,1
Collector's Vault,Wilds of Eldraine,uncommon,Artifact,2.0,1.38,1703.0,14,54.0,0,0,0
Go for the Throat,March of the Machine Commander,uncommon,Instant,2.0,0.61,354.0,14,54.0,0,0,1
Broodspinner,Duskmourn: House of Horror,uncommon,Creature,2.0,0.26,10661.0,15,54.0,0,0,0
Talisman of Curiosity,Murders at Karlov Manor Commander,uncommon,Artifact,2.0,0.41,446.0,10,54.0,0,0,1
Negate,Teenage Mutant Ninja Turtles,common,Instant,2.0,0.27,53.0,19,54.0,0,0,1
Witch Enchanter // Witch-Blessed Meadow,Modern Horizons 3,uncommon,Creature,4.0,3.02,340.0,10,54.0,0,0,0
Accursed Marauder,Modern Horizons 3,common,Creature,2.0,0.36,487.0,12,54.0,0,0,0
Bandit's Talent,Bloomburrow,uncommon,Enchantment,2.0,0.36,4410.0,15,54.0,0,0,0
Llanowar Elves,Foundations,common,Creature,1.0,0.36,62.0,19,54.0,0,0,1
Sapling of Colfenor,Eventide,rare,Creature,5.0,12.03,6615.0,8,54.0,0,0,0
Ancestral Vision,Time Spiral,rare,Sorcery,0.0,3.13,3017.0,8,54.0,0,0,0
Fell the Profane // Fell Mire,Modern Horizons 3,uncommon,Instant,4.0,3.16,228.0,10,54.0,0,0,0
Luminarch Ascension,Zendikar,rare,Enchantment,2.0,11.97,3113.0,8,54.0,0,0,0
Experimental Confectioner,Wilds of Eldraine,uncommon,Creature,3.0,6.75,3551.0,14,54.0,0,0,0
Lurking Predators,The List,rare,Enchantment,6.0,13.2,3042.0,12,54.0,0,0,1
Wooded Bastion,The List,rare,Land,0.0,12.84,2003.0,8,54.0,0,0,1
